Id,SalePrice
1461,109725.35181125715
1462,172611.4072098333
1463,180882.00821452992
1464,192318.48996437248
1465,210019.78195181378
1466,167534.27091312647
1467,171016.96963133922
1468,154968.8908573339
1469,201925.40239499573
1470,120645.43503261782
1471,163883.13301157684
1472,99023.66187489613
1473,96531.69476080556
1474,140011.74439382632
1475,100088.03675641162
1476,373248.7764057511
1477,251217.1158443134
1478,293877.116147206
1479,278949.79531192867
1480,491623.21966937813
1481,338019.4836450408
1482,206220.16673806775
1483,182635.68835228236
1484,161660.3408484443
1485,200530.39003321706
1486,194628.90682449038
1487,343090.74001053616
1488,233909.803641929
1489,195384.38282707825
1490,243500.11326333156
1491,195944.91801590484
1492,87511.06572112588
1493,186515.55676041092
1494,296393.38246599917
1495,302752.67670249013
1496,235027.6119518879
1497,180695.68619752003
1498,173508.96184708446
1499,176779.4275674487
1500,155857.1534473319
1501,182151.73699295157
1502,143190.98316269825
1503,238735.79635785212
1504,251262.40005383868
1505,232330.32243889238
1506,191016.58723365827
1507,248247.8019444147
1508,208810.65884519613
1509,167281.4599814347
1510,147678.67098887364
1511,154996.75025581446
1512,174138.13416595978
1513,156632.8744785435
1514,147390.14592859574
1515,182961.04888514863
1516,158074.08922275444
1517,168615.0202692396
1518,132701.77614384278
1519,211911.746167485
1520,131452.07889338263
1521,132639.90295605524
1522,192560.6168665128
1523,113684.8298339913
1524,124453.04940865203
1525,123242.0481318776
1526,114727.19906561964
1527,109326.35080658023
1528,129285.16187287119
1529,162558.4641926693
1530,171366.88831486338
1531,104425.61070058164
1532,96356.87215022059
1533,145712.61354328436
1534,120019.69515944901
1535,140351.23964436236
1536,106471.03971796986
1537,61996.97306207215
1538,134066.89198000246
1539,200132.40041812704
1540,105692.88636280861
1541,140340.47174395583
1542,154286.57911699038
1543,178073.35992328165
1544,85108.16174467347
1545,117114.51910058937
1546,145377.43536604472
1547,139867.63990022615
1548,142337.06787278168
1549,118320.1292966668
1550,143759.97076278325
1551,112866.95732489061
1552,143597.78069370802
1553,153003.02370567806
1554,112561.47421527536
1555,175519.81302894626
1556,90498.18100137965
1557,112969.31786775323
1558,106157.56019824189
1559,91700.11549228837
1560,113592.92918921614
1561,138178.67624494337
1562,123858.71776404556
1563,126404.553940136
1564,151976.96927323242
1565,162279.54403448463
1566,236472.95716782796
1567,85367.97065363203
1568,252508.21547728786
1569,127606.67552203193
1570,127384.66918892317
1571,118858.43962653649
1572,132790.98198048727
1573,214259.13289857353
1574,135874.2504574555
1575,238573.58363855715
1576,224552.74560357525
1577,173122.73324176803
1578,140241.2327714287
1579,158130.62073289597
1580,198178.2190763082
1581,138488.49310452226
1582,124385.08486081392
1583,281597.90622641373
1584,216236.905468457
1585,137251.82634478793
1586,61958.75399643916
1587,115185.66789652358
1588,151029.81449763753
1589,95102.43996782429
1590,132925.98567343954
1591,101206.15719063874
1592,105212.59233894813
1593,127614.00799207276
1594,106524.29190328352
1595,128856.95548401297
1596,219307.05637544373
1597,211608.37351919335
1598,240735.19891895558
1599,172017.55395096907
1600,167225.5477193708
1601,62216.65998736415
1602,114915.74318417125
1603,81702.26314070505
1604,279424.84079739754
1605,242837.80399699972
1606,167408.93942548402
1607,166062.7627380539
1608,208960.80453884535
1609,176507.25712319714
1610,148401.22229888436
1611,139713.99029864572
1612,165952.7408643246
1613,156877.6986042844
1614,121121.46836075567
1615,95092.85720567175
1616,91324.04968693385
1617,92487.85074917764
1618,124959.0805807904
1619,135238.9736553801
1620,158610.5636674665
1621,137329.94539997954
1622,141418.04905741572
1623,274414.9410211341
1624,219658.25693609306
1625,120686.41733969175
1626,170053.14391842962
1627,197550.88962414084
1628,286814.3842842182
1629,189349.3536792884
1630,337181.2159469463
1631,231826.36974868085
1632,253900.97701215566
1633,179256.68767481812
1634,181833.3971369016
1635,172450.99394570236
1636,149746.04804431245
1637,201939.76280772587
1638,175232.73966201136
1639,178319.71830981883
1640,250107.4991836774
1641,187675.548721337
1642,250684.00262771334
1643,218511.14092275014
1644,266970.2513540834
1645,187769.8262457004
1646,159814.64882050393
1647,166376.43100001526
1648,128212.52291697178
1649,137136.7442350472
1650,110851.45584075218
1651,116163.76734878235
1652,100414.1301863041
1653,97584.78629079084
1654,142717.31180134098
1655,125416.20516910996
1656,139142.45559968194
1657,149194.21314321252
1658,145039.25642667283
1659,112291.47713376596
1660,141521.87362326367
1661,443824.27019361104
1662,401130.2530737657
1663,387388.62268442835
1664,514495.09600979276
1665,312976.8367783458
1666,306891.0845510499
1667,398538.569469391
1668,368576.5528255044
1669,323744.60453217296
1670,364409.89524316543
1671,269962.11549881555
1672,411815.87869477714
1673,291890.73219951236
1674,234713.19107921913
1675,201732.863059829
1676,190619.01826945966
1677,219781.18870018653
1678,460465.2543054135
1679,405951.01565284876
1680,336270.7552829836
1681,248938.4074347145
1682,325389.42760809837
1683,182146.03279969064
1684,176175.20050653175
1685,170895.19820487464
1686,166938.1498846779
1687,179060.2781966063
1688,188665.58713329397
1689,193040.763540335
1690,196055.21230491594
1691,187346.06552806243
1692,258109.6763126973
1693,179773.42326662535
1694,178776.2535294425
